label,family,topology_class,real_dimension,chi,sample,defect_count,index_sum,gamma_indexed_sum,remainder,lambda3,lambda5,width_theory,width_numerical,discontinuous
$\mathbb{CP}^4$,Complex projective space,"$\chi(M)\ne0$, sign condition",8,5,23,5,5.0,1.3485545711765663,-0.00215350011300086,-1.3507080712895672,1.3654563249986749,0.3340297782590287,0.3337285932742654,True
$\mathbb{CP}^4$,Complex projective space,"$\chi(M)\ne0$, sign condition",8,5,24,5,5.0,1.457979805766512,0.003574535623959636,-1.4544052701425525,1.1227052346705142,0.471026281987368,0.4704662851314286,True
$\mathbb{CP}^4$,Complex projective space,"$\chi(M)\ne0$, sign condition",8,5,25,5,5.0,1.3196268342937216,-0.0025412215389639383,-1.3221680558326856,1.4609338724378016,0.29914570413569647,0.2989303317193326,True
$\mathbb{CP}^4$,Complex projective space,"$\chi(M)\ne0$, sign condition",8,5,26,5,5.0,1.5169156710980105,0.008363388136316248,-1.5085522829616942,0.6489579671129653,0.8766862053304598,0.8759043782201793,True
$\mathbb{CP}^4$,Complex projective space,"$\chi(M)\ne0$, sign condition",8,5,27,5,5.0,1.4426639219577697,0.00525441363700931,-1.4374095083207603,0.971323551807856,0.531786264928241,0.5313714473349586,True
$\mathbb{CP}^4$,Complex projective space,"$\chi(M)\ne0$, sign condition",8,5,28,5,5.0,1.4648140613677862,-0.003674076859885553,-1.4684881382276718,1.027265748035727,0.5248051480930849,0.5245267216919025,True
$\mathbb{CP}^4$,Complex projective space,"$\chi(M)\ne0$, sign condition",8,5,29,5,5.0,1.439903071539773,-0.002742620583936052,-1.442645692123709,0.7476178587608244,0.6959526744227075,0.6941390506061449,True
$\mathbb{CP}^4$,Complex projective space,"$\chi(M)\ne0$, sign condition",8,5,30,5,5.0,1.452944588805859,-0.005853372545669917,-1.458797961351529,1.212052928978415,0.4389435975038338,0.4385600334763674,True
$\mathbb{CP}^4$,Complex projective space,"$\chi(M)\ne0$, sign condition",8,5,31,5,5.0,1.188519271313896,0.0022887063002892316,-1.1862305650136067,1.5191462856695324,0.23156804691003333,0.23148918017378667,True
$\mathbb{CP}^4$,Complex projective space,"$\chi(M)\ne0$, sign condition",8,5,32,5,5.0,1.3334358672673008,0.0007660918692489727,-1.3326697753980519,1.0019415340125444,0.4431418076728962,0.44275897374957357,True
$\mathbb{CP}^4$,Complex projective space,"$\chi(M)\ne0$, sign condition",8,5,33,5,5.0,1.2441849698764569,0.005042267448287779,-1.2391427024281692,1.3677964121889956,0.2806475114457351,0.2803504081014511,True
$\mathbb{CP}^4$,Complex projective space,"$\chi(M)\ne0$, sign condition",8,5,34,5,5.0,1.4296354946175993,0.0021045843403072256,-1.4275309102772922,0.8492376240113931,0.5999040910868121,0.5991281523214065,True
$\mathbb{CP}^4$,Complex projective space,"$\chi(M)\ne0$, sign condition",8,5,35,5,5.0,1.3609660207746748,-0.004402449919187958,-1.3653684706938627,1.799938341134811,0.2589298502844202,0.2587388238841841,True
$\mathbb{CP}^4$,Complex projective space,"$\chi(M)\ne0$, sign condition",8,5,36,5,5.0,1.2417419736981463,0.001154131508660482,-1.2405878421894858,1.0705995313160586,0.3593916654102311,0.35888334697212226,True
$\mathbb{CP}^4$,Complex projective space,"$\chi(M)\ne0$, sign condition",8,5,37,5,5.0,1.3678202683565293,-0.003164293940304113,-1.3709845622968333,1.3215865099698254,0.3555572518100148,0.3553114376670563,True
$\mathbb{CP}^4$,Complex projective space,"$\chi(M)\ne0$, sign condition",8,5,38,5,5.0,1.3549779868088239,0.0022042839023087226,-1.3527737029065152,1.102367504607796,0.41501511148192066,0.41457606726230545,True
$\mathbb{CP}^4$,Complex projective space,"$\chi(M)\ne0$, sign condition",8,5,39,5,5.0,1.2416491708139203,0.0022358818333417046,-1.2394132889805787,1.4213878722897462,0.27018404526468975,0.2701320442183811,True
