manifold,manifold_dimension,chi,delta,seed_index,seed,conditioned,jump_size,max_scan_difference,K_at_jump,K_at_max_scan_difference
$S^9$,9,0,0.35,6,216029,False,0.04631841895830224,0.0892922616069819,0.27019148720336417,0.18976340561515806
$S^9$,9,0,0.35,7,216030,False,0.059816425928054084,0.1382860648319951,0.21348409816583047,0.13327640512803932
$S^9$,9,0,0.35,8,216031,False,0.05377937515060818,0.13072566328318996,0.17543264946603906,0.15593993793817007
$S^9$,9,0,0.35,9,216032,False,0.04168372148048373,0.1009116792499558,0.1686783719258143,0.13861310490478437
$S^9$,9,0,0.35,10,216033,False,0.04616069995154795,0.0983994429267542,0.23092320406681824,0.18976340561515806
$S^9$,9,0,0.35,11,216034,False,0.045748282403118734,0.11222917814015018,0.2597889293036108,0.18976340561515806
$S^9$,9,0,0.35,12,216035,False,0.043737600106572766,0.11573344051346707,0.1232114947933538,0.18976340561515806
$S^9$,9,0,0.35,13,216036,False,0.049491846761777744,0.11886549528220519,0.15593993793817007,0.18245738411685572
$S^9$,9,0,0.35,14,216037,False,0.06773211775034141,0.13960889804635587,0.20526481370637903,0.19736197734589983
$S^9$,9,0,0.5,0,231023,False,0.03865440999207462,0.1286798408997663,0.22203250204816571,0.13861310490478437
$S^9$,9,0,0.5,1,231024,False,0.04404661374461394,0.09634224574340079,0.31613730656552813,0.13861310490478437
$S^9$,9,0,0.5,2,231025,False,0.04859660763647586,0.09180909402092946,0.18976340561515806,0.17543264946603906
$S^9$,9,0,0.5,3,231026,False,0.04986221249455569,0.0711216924048063,0.23092320406681816,0.1332764051280393
$S^9$,9,0,0.5,4,231027,False,0.05087772949553171,0.11937401927898414,0.1824573841168557,0.13861310490478437
$S^9$,9,0,0.5,5,231028,False,0.05321420279800307,0.041924287648314074,0.17543264946603906,0.19736197734589978
$S^9$,9,0,0.5,6,231029,False,0.05694084409772808,0.10993710663563602,0.1824573841168557,0.12814517195942393
$S^9$,9,0,0.5,7,231030,False,0.07255531972056153,0.0935902321004165,0.1824573841168557,0.1686783719258143
$S^9$,9,0,0.5,8,231031,False,0.04156018443910753,0.08149208847907188,0.24016991064180945,0.1824573841168557
$S^9$,9,0,0.5,9,231032,False,0.042372720090650795,0.09572798099233158,0.25978892930361075,0.14416349865444048
$S^9$,9,0,0.5,10,231033,False,0.05756763855782687,0.1103039070526562,0.1824573841168557,0.1332764051280393
$S^9$,9,0,0.5,11,231034,False,0.03647126277465222,0.09853228579872957,0.12814517195942393,0.12814517195942393
$S^9$,9,0,0.5,12,231035,False,0.043316567421428864,0.08106411333147663,0.23092320406681816,0.13861310490478437
$S^9$,9,0,0.5,13,231036,False,0.03941978849912223,0.07287753322731672,0.16218413871159856,0.09000011249746569
$S^9$,9,0,0.5,14,231037,False,0.04924084125698823,0.13350766695774147,0.14993614318476692,0.14993614318476692
$S^10$,10,2,0.35,0,226023,True,0.1933313218856057,0.8430102743862441,0.1332764051280393,0.09735204880761153
$S^10$,10,2,0.35,1,226024,True,0.15471646959658175,0.8447616001107906,0.11390667713934903,0.08
$S^10$,10,2,0.35,2,226025,True,0.16164416240622642,0.8287209298561968,0.1095211918067976,0.08320338758934445
$S^10$,10,2,0.35,3,226026,True,0.19897193907270688,0.8573064276658343,0.1386131049047844,0.08320338758934445
$S^10$,10,2,0.35,4,226027,True,0.17731385766378166,0.8314259629087761,0.11390667713934903,0.08
$S^10$,10,2,0.35,5,226028,True,0.1633546720608175,0.8402252998259956,0.11390667713934903,0.0900001124974657
$S^10$,10,2,0.35,6,226029,True,0.16655476747428383,0.8383546889627969,0.11390667713934903,0.08653504632928354
$S^10$,10,2,0.35,7,226030,True,0.15712868937742674,0.8188995028249328,0.11390667713934903,0.08653504632928354
$S^10$,10,2,0.35,8,226031,True,0.21852629525103406,0.8573586915536421,0.1621841387115986,0.1095211918067976
$S^10$,10,2,0.35,9,226032,True,0.18718460603633047,0.8521878989387115,0.12321149479335378,0.08320338758934445
$S^10$,10,2,0.35,10,226033,True,0.18918508825528763,0.8352089651147369,0.11846776758799472,0.08320338758934445
$S^10$,10,2,0.35,11,226034,True,0.2075377243489528,0.8533887645242069,0.1332764051280393,0.08320338758934445
$S^10$,10,2,0.35,12,226035,True,0.16467750932877062,0.8337550823629215,0.1095211918067976,0.08653504632928354
$S^10$,10,2,0.35,13,226036,True,0.1430365461332686,0.8350196906935137,0.1095211918067976,0.08
$S^10$,10,2,0.35,14,226037,True,0.1657467914490478,0.842032851517234,0.11846776758799472,0.08653504632928354
$S^10$,10,2,0.5,0,241023,True,0.1954742523163333,0.8308857229300904,0.10530455067271666,0.08653504632928351
$S^10$,10,2,0.5,1,241024,True,0.19793214620135036,0.8365514794544754,0.10530455067271666,0.08320338758934444
$S^10$,10,2,0.5,2,241025,True,0.2302224581124271,0.8413398832775074,0.10952119180679758,0.08653504632928351
$S^10$,10,2,0.5,3,241026,True,0.20748813330013105,0.8311011861690831,0.10125025311945599,0.08320338758934444
$S^10$,10,2,0.5,4,241027,True,0.2267186555563666,0.8373894506528207,0.11390667713934899,0.09360392804014055
$S^10$,10,2,0.5,5,241028,True,0.21800551458795653,0.8388517894700521,0.10530455067271666,0.08
$S^10$,10,2,0.5,6,241029,True,0.1894350933893963,0.8246865851995443,0.09735204880761152,0.08
$S^10$,10,2,0.5,7,241030,True,0.20138294823014297,0.8221064442772696,0.09735204880761152,0.08
$S^10$,10,2,0.5,8,241031,True,0.20431821124220384,0.8367884214477156,0.10530455067271666,0.08320338758934444
$S^10$,10,2,0.5,9,241032,True,0.19044584557324123,0.816983866773498,0.09735204880761152,0.08
$S^10$,10,2,0.5,10,241033,True,0.23202880576968904,0.8454191648559389,0.11390667713934899,0.08653504632928351
$S^10$,10,2,0.5,11,241034,True,0.2014327460267626,0.8345811744442287,0.10530455067271666,0.08320338758934444
$S^10$,10,2,0.5,12,241035,True,0.20762048340894773,0.8332593224191472,0.10530455067271666,0.08
$S^10$,10,2,0.5,13,241036,True,0.1910358550881422,0.8030402952214448,0.09735204880761152,0.08
$S^10$,10,2,0.5,14,241037,True,0.21389400915283108,0.8277950594932737,0.10530455067271666,0.08653504632928351
