case,case_plain,case_index,kind,dimension,chi,parameter,conditioned,role,delta,seed_index,seed,N,relax_steps,K_grid_size,conditioning_noise,jump_size,max_scan_difference,K_at_jump,K_at_max_scan_difference,forward_R_lowK,backward_R_lowK,forward_R_highK,hysteresis_area
$\mathbb{CP}^{3}$,CP^3,3,projective,6,4,3,True,discontinuous test,0.5,1,60652317,256,1800,121,0.1,0.14870059048401396,0.8826164002626441,0.07747557943027467,0.06,0.0950272561250686,0.9776436563877127,0.9992237503176395,0.020411456017556694
$\mathbb{CP}^{3}$,CP^3,3,projective,6,4,3,True,discontinuous test,0.5,2,60662317,256,1800,121,0.1,0.12292667012223935,0.9037027165413114,0.08966050194856165,0.06,0.08466821154573229,0.9883709280870436,0.9992344515874847,0.02124624123038237
$\mathbb{CP}^{3}$,CP^3,3,projective,6,4,3,True,discontinuous test,0.5,3,60672317,256,1800,121,0.1,0.13069281786137754,0.9206721811109714,0.08966050194856165,0.06,0.06758178946448057,0.988253970575452,0.9992783379377007,0.02404716592704295
$\mathbb{CP}^{3}$,CP^3,3,projective,6,4,3,True,discontinuous test,0.5,4,60682317,256,1800,121,0.1,0.15353973578027946,0.9175198203517347,0.07747557943027467,0.06,0.07568460840795382,0.9932044287596885,0.9991499852562532,0.015400473582135789
$\mathbb{CP}^{3}$,CP^3,3,projective,6,4,3,True,discontinuous test,0.5,5,60692317,256,1800,121,0.1,0.13528579098188787,0.8863728054450414,0.08035703728215755,0.06,0.08648206734163565,0.972854872786677,0.9992307486273986,0.02307782767706664
$\mathbb{CP}^{3}$,CP^3,3,projective,6,4,3,True,discontinuous test,0.5,6,60702317,256,1800,121,0.1,0.13257731829870534,0.8957143201790908,0.083345661797565,0.06,0.09246971589831679,0.9881840360774076,0.999336039435904,0.017177097909969664
$\mathbb{CP}^{3}$,CP^3,3,projective,6,4,3,True,discontinuous test,0.5,7,60712317,256,1800,121,0.1,0.16180073287542773,0.882194313291323,0.07469744543941254,0.06,0.10598372342814094,0.9881780367194639,0.9992072699204376,0.012895794785833059
$\mathbb{CP}^{3}$,CP^3,3,projective,6,4,3,True,discontinuous test,0.5,8,60722317,256,1800,121,0.1,0.13544358332075068,0.8940067595500565,0.08035703728215755,0.06,0.0891793151489535,0.98318607469901,0.9992846277307523,0.02030628456413156
$\mathbb{CP}^{3}$,CP^3,3,projective,6,4,3,True,discontinuous test,0.5,9,60732317,256,1800,121,0.1,0.14445192949185726,0.8945630696863168,0.07747557943027467,0.06,0.08295345074288632,0.9775165204292031,0.9992395793792248,0.01964388660934515
$\mathbb{CP}^{3}$,CP^3,3,projective,6,4,3,True,discontinuous test,0.5,10,60742317,256,1800,121,0.1,0.127441260684516,0.8821702958425502,0.08644543869982228,0.06,0.10550981878519139,0.9876801146277416,0.9991366894104624,0.01945144173581764
$\mathbb{CP}^{3}$,CP^3,3,projective,6,4,3,True,discontinuous test,0.5,11,60752317,256,1800,121,0.1,0.16552661974100846,0.9035666331778434,0.07469744543941254,0.06,0.08966726482796256,0.9932338980058059,0.9992543026594358,0.013847080380134734
$\mathbb{CP}^{3}$,CP^3,3,projective,6,4,3,True,discontinuous test,0.5,12,60762317,256,1800,121,0.1,0.16995403778583995,0.9400856759368503,0.08035703728215755,0.06,0.05340103431403662,0.993486710250887,0.9992811736654633,0.01688214747025409
$\mathbb{CP}^{3}$,CP^3,3,projective,6,4,3,True,discontinuous test,0.5,13,60772317,256,1800,121,0.1,0.13493372393364222,0.9327735862812492,0.08644543869982228,0.06,0.060911755180995994,0.9936853414622452,0.9993924193811741,0.020768757394119416
$\mathbb{CP}^{3}$,CP^3,3,projective,6,4,3,True,discontinuous test,0.5,14,60782317,256,1800,121,0.1,0.13716758287440067,0.9081600479618998,0.07747557943027467,0.06,0.07996355761240274,0.9881236055743025,0.9992984397354187,0.017539200406361075
