family,manifold,dimension,chi_theory,sample,status,defect_count,index_sum,gamma_indexed_sum,remainder,sign_condition,lambda3,lambda5,lambda7,rho,width_theory,width_numerical,discontinuous
Sphere,$S^1$,1,0.0,88,$\chi(M)=0$,2,0.0,0.1670981077822306,-0.04119391125371541,False,-0.20829201903594602,0.8518451990392111,0.008694224044361239,0.013826650028953367,0.012732819661073721,0.012695556640363344,True
Sphere,$S^1$,1,0.0,89,$\chi(M)=0$,2,0.0,-0.03819510767972001,-0.08064795564833595,False,-0.04245284796861594,1.516730107376064,0.024624783829703362,0.0010205763343332027,0.0002970608106020083,0.00029698887755179337,True
Sphere,$S^1$,1,0.0,90,$\chi(M)=0$,2,0.0,0.08628533645388553,0.08120273161138704,False,-0.035,1.1578483688576569,0.029686776900587526,0.03287759047528133,0.00026449922825572483,0.0002642541859281482,True
Sphere,$S^1$,1,0.0,91,$\chi(M)=0$,2,0.0,0.09757196097792697,0.0968992759201003,False,-0.035,1.3253294279707606,0.027832498069469976,0.0029635854950143723,0.00023107462457006315,0.0002309766444341139,True
Sphere,$S^1$,1,0.0,93,$\chi(M)=0$,2,0.0,-0.008051408894655498,-0.12442474667723023,False,-0.11637333778257473,0.9977911883825852,0.010834159508715576,0.010646233479646263,0.003393183339444492,0.0033889259978069617,True
Sphere,$S^1$,1,0.0,94,$\chi(M)=0$,2,0.0,0.12294895080415935,-0.024462262733744432,False,-0.1474112135379038,0.8539161699010629,0.019115275686814683,0.024924890369607367,0.006361884996051537,0.006336059571781444,True
Sphere,$S^1$,1,0.0,96,$\chi(M)=0$,2,0.0,0.25969019223239564,-0.024942866243222086,False,-0.2846330584756177,1.272644803298619,0.03055167693166358,0.032974789511433754,0.015914884060186284,0.015814353708155936,True
Sphere,$S^1$,1,0.0,97,$\chi(M)=0$,2,0.0,0.1912888725454407,0.08672365960849425,False,-0.10456521293694644,1.0993352174180304,0.01749111138369038,0.02762262744471029,0.002486476277506368,0.002481323814537794,True
Sphere,$S^1$,1,0.0,99,$\chi(M)=0$,2,0.0,0.16442887939542894,-0.03236904232173041,False,-0.19679792171715935,1.408876103618479,0.017683490652361473,0.014894713882496134,0.006872396709107829,0.0068592578782997625,True
Sphere,$S^1$,1,0.0,100,$\chi(M)=0$,2,0.0,-0.013201593398479927,-0.027824131363288724,False,-0.035,1.3442230233858754,0.020033360117613,0.001238187917680962,0.00022782677775344673,0.00022777870917878868,True
Sphere,$S^1$,1,0.0,101,$\chi(M)=0$,2,0.0,0.18701302828414557,0.06885145185940497,False,-0.1181615764247406,1.3077889119349226,0.026185859512976244,0.004069518247388197,0.002669038943471825,0.0026661260692233315,True
Sphere,$S^1$,1,0.0,102,$\chi(M)=0$,2,0.0,0.060165850370809904,-0.06353736975203142,False,-0.12370322012284132,0.7310530210259879,0.018712797011622366,0.004649388831156314,0.005233029010428011,0.005219703742748518,True
Sphere,$S^1$,1,0.0,105,$\chi(M)=0$,2,0.0,0.17151788131831985,-0.008537143306395982,False,-0.18005502462471584,1.2314417607363388,0.00502377328766369,0.0027753167014772776,0.006581677860514826,0.006578378391287194,True
Sphere,$S^1$,1,0.0,107,$\chi(M)=0$,2,0.0,-0.04816838293112213,-0.07680050612658705,False,-0.035,1.0807722159529387,0.026172343957185845,0.021098399629973622,0.000283362206651448,0.00028312813367619365,True
Sphere,$S^1$,1,0.0,108,$\chi(M)=0$,2,0.0,0.0647512119364525,-0.12529217753847974,False,-0.19004338947493224,0.9452376599946819,0.03264755558632344,0.02139117663072036,0.00955222464457351,0.00949899195187023,True
Sphere,$S^1$,1,0.0,113,$\chi(M)=0$,2,0.0,0.3288319791207527,0.14629737488485545,False,-0.18253460423589724,1.1187314530135548,0.017775139660625355,0.029307738666857045,0.00744568360302281,0.007418367848632737,True
Sphere,$S^1$,1,0.0,114,$\chi(M)=0$,2,0.0,0.2370458696896784,-0.042685808556936565,False,-0.27973167824661493,1.0407845804389686,0.02078164106011412,0.018082429487472778,0.01879587123150511,0.01870050460142912,True
Sphere,$S^1$,1,0.0,115,$\chi(M)=0$,2,0.0,0.1774488498218152,-0.08725988074197517,False,-0.26470873056379035,1.1403199088704756,0.02957245866844276,0.0022392900663287542,0.015362073285666978,0.015312154740631148,True
